49,0,0.5,0.5,0.25,0.75,0.375,0.625,0.5,0.5,0.53125,0.46875,0.484375,0.515625
457,0,0.0,1.0,0.25,0.75,0.25,0.75,0.4375,0.5625,0.5625,0.4375,0.640625,0.359375
103,0,1.0,0.0,1.0,0.0,1.0,0.0,0.9375,0.0625,0.9375,0.0625,0.765625,0.234375
1086,0,1.0,0.0,0.75,0.25,0.625,0.375,0.5,0.5,0.53125,0.46875,0.609375,0.390625
1405,0,1.0,0.0,0.75,0.25,0.375,0.625,0.375,0.625,0.53125,0.46875,0.59375,0.40625
99,0,0.5,0.5,0.25,0.75,0.25,0.75,0.4375,0.5625,0.5,0.5,0.46875,0.53125
1461,0,1.0,0.0,1.0,0.0,1.0,0.0,0.9375,0.0625,0.90625,0.09375,0.8125,0.1875
350,0,0.5,0.5,0.25,0.75,0.125,0.875,0.375,0.625,0.59375,0.40625,0.59375,0.40625
905,0,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.5,0.5,0.53125,0.46875
1362,0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.5625,0.4375,0.609375,0.390625
17,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5625,0.4375,0.59375,0.40625,0.640625,0.359375
747,0,0.5,0.5,0.75,0.25,0.75,0.25,0.625,0.375,0.5625,0.4375,0.453125,0.546875
538,0,0.5,0.5,0.5,0.5,0.625,0.375,0.4375,0.5625,0.375,0.625,0.375,0.625
432,0,1.0,0.0,1.0,0.0,0.625,0.375,0.6875,0.3125,0.65625,0.34375,0.5625,0.4375
108,0,1.0,0.0,0.5,0.5,0.375,0.625,0.375,0.625,0.46875,0.53125,0.5,0.5
495,0,1.0,0.0,1.0,0.0,1.0,0.0,0.625,0.375,0.71875,0.28125,0.625,0.375
981,0,1.0,0.0,0.75,0.25,0.875,0.125,0.8125,0.1875,0.8125,0.1875,0.71875,0.28125
752,0,1.0,0.0,1.0,0.0,0.875,0.125,0.8125,0.1875,0.71875,0.28125,0.6875,0.3125
365,0,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.375,0.65625,0.34375,0.609375,0.390625
107,0,0.5,0.5,0.75,0.25,0.75,0.25,0.8125,0.1875,0.65625,0.34375,0.734375,0.265625
239,0,0.5,0.5,0.75,0.25,0.75,0.25,0.625,0.375,0.71875,0.28125,0.609375,0.390625
149,0,1.0,0.0,0.75,0.25,0.75,0.25,0.625,0.375,0.5,0.5,0.4375,0.5625
2878,0,0.0,1.0,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.578125,0.421875
114,0,1.0,0.0,1.0,0.0,0.625,0.375,0.5,0.5,0.5625,0.4375,0.640625,0.359375
2646,0,0.5,0.5,0.75,0.25,0.875,0.125,0.875,0.125,0.875,0.125,0.796875,0.203125
186,0,0.0,1.0,0.25,0.75,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.546875,0.453125
538,0,0.5,0.5,0.25,0.75,0.5,0.5,0.5625,0.4375,0.5,0.5,0.515625,0.484375
918,0,0.5,0.5,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.484375,0.515625
173,0,1.0,0.0,1.0,0.0,0.5,0.5,0.625,0.375,0.4375,0.5625,0.546875,0.453125
578,0,0.0,1.0,0.5,0.5,0.5,0.5,0.4375,0.5625,0.5625,0.4375,0.578125,0.421875
697,0,1.0,0.0,0.75,0.25,0.375,0.625,0.4375,0.5625,0.53125,0.46875,0.5625,0.4375
183,0,0.5,0.5,0.75,0.25,0.5,0.5,0.625,0.375,0.71875,0.28125,0.609375,0.390625
66,0,1.0,0.0,0.75,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.546875,0.453125
333,0,1.0,0.0,0.75,0.25,0.625,0.375,0.5625,0.4375,0.5625,0.4375,0.515625,0.484375
80,0,0.5,0.5,0.25,0.75,0.625,0.375,0.625,0.375,0.5,0.5,0.5,0.5
20,0,1.0,0.0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.6875,0.3125
1866,0,1.0,0.0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.640625,0.359375
1082,0,0.5,0.5,0.5,0.5,0.5,0.5,0.6875,0.3125,0.71875,0.28125,0.71875,0.28125
60,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.4375,0.53125,0.46875,0.515625,0.484375
57,0,1.0,0.0,0.75,0.25,0.5,0.5,0.6875,0.3125,0.5625,0.4375,0.5,0.5
175,0,1.0,0.0,0.75,0.25,0.5,0.5,0.375,0.625,0.4375,0.5625,0.515625,0.484375
1660,0,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.375,0.6875,0.3125,0.59375,0.40625
181,0,1.0,0.0,0.75,0.25,0.5,0.5,0.4375,0.5625,0.5625,0.4375,0.53125,0.46875
55,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.53125,0.46875,0.59375,0.40625
935,0,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.46875,0.53125,0.484375,0.515625
223,0,1.0,0.0,1.0,0.0,1.0,0.0,0.9375,0.0625,0.90625,0.09375,0.78125,0.21875
24,0,0.5,0.5,0.25,0.75,0.375,0.625,0.375,0.625,0.53125,0.46875,0.546875,0.453125
86,0,0.0,1.0,0.5,0.5,0.625,0.375,0.5625,0.4375,0.5625,0.4375,0.484375,0.515625
673,0,1.0,0.0,1.0,0.0,0.75,0.25,0.625,0.375,0.6875,0.3125,0.546875,0.453125
38,0,0.0,1.0,0.5,0.5,0.25,0.75,0.375,0.625,0.46875,0.53125,0.484375,0.515625
117,0,1.0,0.0,0.5,0.5,0.625,0.375,0.5625,0.4375,0.5,0.5,0.5,0.5
1461,0,0.0,1.0,0.25,0.75,0.5,0.5,0.625,0.375,0.5625,0.4375,0.578125,0.421875
164,0,0.5,0.5,0.25,0.75,0.375,0.625,0.5,0.5,0.5625,0.4375,0.65625,0.34375
1067,0,0.5,0.5,0.75,0.25,0.5,0.5,0.375,0.625,0.40625,0.59375,0.453125,0.546875
860,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.96875,0.03125,0.9375,0.0625
1556,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.34375,0.65625,0.484375,0.515625
849,0,0.5,0.5,0.75,0.25,0.875,0.125,0.8125,0.1875,0.71875,0.28125,0.671875,0.328125
723,0,1.0,0.0,0.75,0.25,0.75,0.25,0.6875,0.3125,0.65625,0.34375,0.609375,0.390625
99,0,1.0,0.0,1.0,0.0,0.875,0.125,0.625,0.375,0.53125,0.46875,0.5625,0.4375
1407,0,0.0,1.0,0.25,0.75,0.375,0.625,0.4375,0.5625,0.625,0.375,0.546875,0.453125
480,0,1.0,0.0,0.75,0.25,0.625,0.375,0.6875,0.3125,0.65625,0.34375,0.59375,0.40625
70,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.4375,0.5625,0.4375,0.5625,0.4375
133,0,0.5,0.5,0.5,0.5,0.75,0.25,0.5625,0.4375,0.59375,0.40625,0.625,0.375
1154,0,0.0,1.0,0.5,0.5,0.5,0.5,0.625,0.375,0.5625,0.4375,0.578125,0.421875
86,0,0.5,0.5,0.5,0.5,0.75,0.25,0.6875,0.3125,0.65625,0.34375,0.5,0.5
1491,0,0.5,0.5,0.25,0.75,0.25,0.75,0.3125,0.6875,0.46875,0.53125,0.5625,0.4375
208,0,0.5,0.5,0.25,0.75,0.375,0.625,0.5625,0.4375,0.5625,0.4375,0.546875,0.453125
202,0,0.5,0.5,0.75,0.25,0.625,0.375,0.625,0.375,0.5625,0.4375,0.5625,0.4375
66,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.625,0.375,0.671875,0.328125
388,0,1.0,0.0,1.0,0.0,1.0,0.0,0.875,0.125,0.8125,0.1875,0.859375,0.140625
59,0,0.5,0.5,0.25,0.75,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.40625,0.59375
486,0,0.5,0.5,0.75,0.25,0.625,0.375,0.625,0.375,0.65625,0.34375,0.609375,0.390625
212,0,1.0,0.0,0.75,0.25,0.75,0.25,0.625,0.375,0.5625,0.4375,0.578125,0.421875
2191,0,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.34375,0.65625,0.359375,0.640625
63,0,0.5,0.5,0.5,0.5,0.375,0.625,0.3125,0.6875,0.5,0.5,0.484375,0.515625
346,0,0.0,1.0,0.25,0.75,0.25,0.75,0.25,0.75,0.1875,0.8125,0.40625,0.59375
737,0,1.0,0.0,0.75,0.25,0.875,0.125,0.6875,0.3125,0.59375,0.40625,0.5625,0.4375
423,0,1.0,0.0,0.5,0.5,0.5,0.5,0.5625,0.4375,0.5625,0.4375,0.5625,0.4375
215,0,0.0,1.0,0.5,0.5,0.5,0.5,0.5625,0.4375,0.46875,0.53125,0.421875,0.578125
386,0,1.0,0.0,0.75,0.25,0.625,0.375,0.625,0.375,0.625,0.375,0.546875,0.453125
594,0,1.0,0.0,1.0,0.0,0.625,0.375,0.4375,0.5625,0.5625,0.4375,0.46875,0.53125
148,0,0.5,0.5,0.5,0.5,0.75,0.25,0.6875,0.3125,0.6875,0.3125,0.609375,0.390625
65,0,0.5,0.5,0.5,0.5,0.625,0.375,0.5625,0.4375,0.5625,0.4375,0.484375,0.515625
89,0,0.5,0.5,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.46875,0.53125
316,0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.71875,0.28125,0.703125,0.296875
305,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.40625,0.59375
537,0,1.0,0.0,0.75,0.25,0.375,0.625,0.4375,0.5625,0.40625,0.59375,0.4375,0.5625
664,0,1.0,0.0,1.0,0.0,0.875,0.125,0.8125,0.1875,0.6875,0.3125,0.65625,0.34375
362,0,0.0,1.0,0.0,1.0,0.375,0.625,0.5,0.5,0.5,0.5,0.546875,0.453125
612,0,0.0,1.0,0.25,0.75,0.5,0.5,0.375,0.625,0.46875,0.53125,0.53125,0.46875
475,0,0.5,0.5,0.5,0.5,0.625,0.375,0.4375,0.5625,0.46875,0.53125,0.5625,0.4375
425,0,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.625,0.46875,0.53125,0.53125,0.46875
827,0,0.0,1.0,0.25,0.75,0.5,0.5,0.4375,0.5625,0.53125,0.46875,0.578125,0.421875
1365,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.53125,0.46875,0.625,0.375
4504,0,0.0,1.0,0.5,0.5,0.625,0.375,0.375,0.625,0.53125,0.46875,0.53125,0.46875
37,0,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.375,0.65625,0.34375,0.578125,0.421875
1115,0,0.5,0.5,0.5,0.5,0.625,0.375,0.5,0.5,0.53125,0.46875,0.5625,0.4375
323,0,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.53125,0.46875,0.515625,0.484375
533,0,0.0,1.0,0.25,0.75,0.375,0.625,0.5625,0.4375,0.59375,0.40625,0.609375,0.390625
49,0,0.0,1.0,0.25,0.75,0.125,0.875,0.3125,0.6875,0.46875,0.53125,0.453125,0.546875
222,0,0.5,0.5,0.5,0.5,0.625,0.375,0.6875,0.3125,0.6875,0.3125,0.65625,0.34375
214,0,0.5,0.5,0.25,0.75,0.375,0.625,0.4375,0.5625,0.5,0.5,0.578125,0.421875
233,0,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.625,0.53125,0.46875,0.53125,0.46875
130,0,1.0,0.0,0.75,0.25,0.75,0.25,0.75,0.25,0.71875,0.28125,0.703125,0.296875
376,0,0.0,1.0,0.5,0.5,0.625,0.375,0.5,0.5,0.59375,0.40625,0.625,0.375
922,0,1.0,0.0,1.0,0.0,0.875,0.125,0.8125,0.1875,0.75,0.25,0.671875,0.328125
570,0,0.5,0.5,0.5,0.5,0.75,0.25,0.6875,0.3125,0.65625,0.34375,0.578125,0.421875
846,0,0.0,1.0,0.0,1.0,0.25,0.75,0.375,0.625,0.53125,0.46875,0.484375,0.515625
503,0,0.0,1.0,0.25,0.75,0.375,0.625,0.4375,0.5625,0.53125,0.46875,0.5625,0.4375
198,0,0.5,0.5,0.5,0.5,0.25,0.75,0.3125,0.6875,0.40625,0.59375,0.46875,0.53125
107,0,0.5,0.5,0.25,0.75,0.375,0.625,0.3125,0.6875,0.53125,0.46875,0.546875,0.453125
498,0,0.0,1.0,0.0,1.0,0.125,0.875,0.3125,0.6875,0.34375,0.65625,0.46875,0.53125
1133,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.625,0.375,0.5625,0.4375
158,0,0.5,0.5,0.75,0.25,0.75,0.25,0.8125,0.1875,0.65625,0.34375,0.640625,0.359375
290,0,1.0,0.0,0.75,0.25,0.625,0.375,0.5,0.5,0.4375,0.5625,0.515625,0.484375
4416,0,0.5,0.5,0.75,0.25,0.75,0.25,0.8125,0.1875,0.6875,0.3125,0.65625,0.34375
144,0,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.46875,0.53125,0.5625,0.4375
359,0,0.5,0.5,0.75,0.25,0.625,0.375,0.5625,0.4375,0.5625,0.4375,0.484375,0.515625
874,0,1.0,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.53125,0.46875,0.46875,0.53125
413,0,0.5,0.5,0.5,0.5,0.625,0.375,0.5,0.5,0.4375,0.5625,0.5,0.5
560,0,0.5,0.5,0.25,0.75,0.5,0.5,0.5625,0.4375,0.59375,0.40625,0.578125,0.421875
924,0,0.0,1.0,0.5,0.5,0.5,0.5,0.3125,0.6875,0.46875,0.53125,0.421875,0.578125
269,0,1.0,0.0,1.0,0.0,0.75,0.25,0.625,0.375,0.5625,0.4375,0.53125,0.46875
192,0,1.0,0.0,0.75,0.25,0.75,0.25,0.6875,0.3125,0.625,0.375,0.671875,0.328125
161,0,1.0,0.0,1.0,0.0,1.0,0.0,0.8125,0.1875,0.75,0.25,0.734375,0.265625
736,0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.75,0.3125,0.6875,0.390625,0.609375
1926,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.53125,0.46875,0.5625,0.4375
42,0,0.0,1.0,0.25,0.75,0.5,0.5,0.3125,0.6875,0.4375,0.5625,0.484375,0.515625
145,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.4375,0.59375,0.40625
154,0,0.0,1.0,0.25,0.75,0.25,0.75,0.375,0.625,0.46875,0.53125,0.390625,0.609375
243,0,1.0,0.0,1.0,0.0,0.625,0.375,0.5,0.5,0.53125,0.46875,0.5625,0.4375
52,0,0.5,0.5,0.25,0.75,0.375,0.625,0.5,0.5,0.5,0.5,0.515625,0.484375
458,0,0.5,0.5,0.5,0.5,0.625,0.375,0.4375,0.5625,0.46875,0.53125,0.5,0.5
318,0,1.0,0.0,0.75,0.25,0.5,0.5,0.6875,0.3125,0.65625,0.34375,0.65625,0.34375
213,0,0.0,1.0,0.25,0.75,0.5,0.5,0.5,0.5,0.625,0.375,0.609375,0.390625
330,0,0.5,0.5,0.5,0.5,0.375,0.625,0.3125,0.6875,0.40625,0.59375,0.53125,0.46875
62,0,1.0,0.0,1.0,0.0,0.875,0.125,0.875,0.125,0.78125,0.21875,0.75,0.25
489,0,1.0,0.0,1.0,0.0,0.75,0.25,0.75,0.25,0.65625,0.34375,0.734375,0.265625
98,0,0.5,0.5,0.5,0.5,0.75,0.25,0.8125,0.1875,0.6875,0.3125,0.671875,0.328125
240,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.5625,0.4375,0.65625,0.34375
113,0,1.0,0.0,0.75,0.25,0.75,0.25,0.5625,0.4375,0.6875,0.3125,0.59375,0.40625
672,0,0.5,0.5,0.25,0.75,0.375,0.625,0.375,0.625,0.59375,0.40625,0.671875,0.328125
92,0,0.5,0.5,0.75,0.25,0.5,0.5,0.625,0.375,0.5625,0.4375,0.53125,0.46875
46,0,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0.75,0.3125,0.6875,0.359375,0.640625
137,0,0.5,0.5,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.421875,0.578125
191,0,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.375,0.5625,0.4375,0.46875,0.53125
1596,0,0.5,0.5,0.25,0.75,0.5,0.5,0.625,0.375,0.625,0.375,0.5625,0.4375
330,0,1.0,0.0,1.0,0.0,1.0,0.0,0.8125,0.1875,0.625,0.375,0.59375,0.40625
449,0,0.5,0.5,0.5,0.5,0.625,0.375,0.5,0.5,0.5,0.5,0.421875,0.578125
582,0,0.5,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0.71875,0.28125,0.59375,0.40625
20,0,1.0,0.0,0.75,0.25,0.625,0.375,0.625,0.375,0.65625,0.34375,0.59375,0.40625
121,0,0.5,0.5,0.5,0.5,0.375,0.625,0.375,0.625,0.40625,0.59375,0.46875,0.53125
680,0,0.5,0.5,0.25,0.75,0.5,0.5,0.5625,0.4375,0.46875,0.53125,0.453125,0.546875
192,0,0.5,0.5,0.75,0.25,0.75,0.25,0.5625,0.4375,0.6875,0.3125,0.609375,0.390625
202,0,0.5,0.5,0.75,0.25,0.875,0.125,0.6875,0.3125,0.625,0.375,0.59375,0.40625
888,0,1.0,0.0,0.75,0.25,0.75,0.25,0.625,0.375,0.65625,0.34375,0.578125,0.421875
98,0,0.5,0.5,0.75,0.25,0.625,0.375,0.625,0.375,0.5,0.5,0.484375,0.515625
139,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.5625,0.4375,0.609375,0.390625
152,0,0.5,0.5,0.75,0.25,0.625,0.375,0.6875,0.3125,0.625,0.375,0.625,0.375
354,0,0.0,1.0,0.0,1.0,0.5,0.5,0.5625,0.4375,0.625,0.375,0.53125,0.46875
128,0,0.5,0.5,0.25,0.75,0.375,0.625,0.375,0.625,0.46875,0.53125,0.53125,0.46875
83,0,0.5,0.5,0.25,0.75,0.25,0.75,0.375,0.625,0.53125,0.46875,0.5625,0.4375
602,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.4375,0.53125,0.46875,0.5625,0.4375
388,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.53125,0.46875,0.5,0.5
57,0,0.0,1.0,0.0,1.0,0.375,0.625,0.4375,0.5625,0.5,0.5,0.625,0.375
684,0,0.5,0.5,0.75,0.25,0.75,0.25,0.8125,0.1875,0.625,0.375,0.59375,0.40625
1738,0,0.5,0.5,0.25,0.75,0.5,0.5,0.625,0.375,0.53125,0.46875,0.53125,0.46875
752,0,0.0,1.0,0.25,0.75,0.375,0.625,0.4375,0.5625,0.53125,0.46875,0.5,0.5
362,0,0.0,1.0,0.0,1.0,0.375,0.625,0.5,0.5,0.625,0.375,0.671875,0.328125
73,0,0.5,0.5,0.75,0.25,0.375,0.625,0.5,0.5,0.5625,0.4375,0.546875,0.453125
121,0,1.0,0.0,0.75,0.25,0.625,0.375,0.5625,0.4375,0.5,0.5,0.546875,0.453125
682,0,0.0,1.0,0.0,1.0,0.125,0.875,0.4375,0.5625,0.4375,0.5625,0.40625,0.59375
296,0,1.0,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.375
126,0,1.0,0.0,0.5,0.5,0.625,0.375,0.6875,0.3125,0.5625,0.4375,0.546875,0.453125
1345,0,1.0,0.0,1.0,0.0,0.75,0.25,0.875,0.125,0.8125,0.1875,0.765625,0.234375
486,0,0.0,1.0,0.0,1.0,0.125,0.875,0.3125,0.6875,0.375,0.625,0.46875,0.53125
390,0,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.5625,0.5625,0.4375,0.546875,0.453125
1033,0,0.5,0.5,0.5,0.5,0.625,0.375,0.625,0.375,0.65625,0.34375,0.640625,0.359375
546,0,1.0,0.0,0.5,0.5,0.375,0.625,0.3125,0.6875,0.46875,0.53125,0.4375,0.5625
391,0,1.0,0.0,1.0,0.0,0.625,0.375,0.5625,0.4375,0.5625,0.4375,0.484375,0.515625
644,0,0.0,1.0,0.25,0.75,0.125,0.875,0.4375,0.5625,0.375,0.625,0.515625,0.484375
375,0,1.0,0.0,0.5,0.5,0.625,0.375,0.4375,0.5625,0.5625,0.4375,0.53125,0.46875
1976,0,0.0,1.0,0.25,0.75,0.5,0.5,0.5,0.5,0.375,0.625,0.4375,0.5625
164,0,0.5,0.5,0.25,0.75,0.25,0.75,0.4375,0.5625,0.375,0.625,0.421875,0.578125
187,0,0.5,0.5,0.75,0.25,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.53125,0.46875
1036,0,0.5,0.5,0.25,0.75,0.375,0.625,0.4375,0.5625,0.53125,0.46875,0.625,0.375
109,0,1.0,0.0,1.0,0.0,1.0,0.0,0.8125,0.1875,0.71875,0.28125,0.59375,0.40625
167,0,0.5,0.5,0.25,0.75,0.25,0.75,0.3125,0.6875,0.46875,0.53125,0.53125,0.46875
631,0,0.0,1.0,0.0,1.0,0.5,0.5,0.75,0.25,0.8125,0.1875,0.796875,0.203125
529,0,0.0,1.0,0.25,0.75,0.625,0.375,0.5625,0.4375,0.53125,0.46875,0.515625,0.484375
325,0,0.5,0.5,0.5,0.5,0.625,0.375,0.5,0.5,0.5,0.5,0.625,0.375
292,0,0.5,0.5,0.5,0.5,0.375,0.625,0.5,0.5,0.5625,0.4375,0.515625,0.484375
221,0,1.0,0.0,1.0,0.0,0.75,0.25,0.8125,0.1875,0.78125,0.21875,0.71875,0.28125
2048,0,0.0,1.0,0.25,0.75,0.25,0.75,0.375,0.625,0.4375,0.5625,0.359375,0.640625
118,0,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.78125,0.21875,0.703125,0.296875
681,0,1.0,0.0,1.0,0.0,0.625,0.375,0.75,0.25,0.75,0.25,0.796875,0.203125
88,0,0.5,0.5,0.75,0.25,0.875,0.125,0.6875,0.3125,0.5625,0.4375,0.6875,0.3125
362,0,1.0,0.0,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.578125,0.421875
110,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.65625,0.34375,0.5625,0.4375
696,0,0.5,0.5,0.75,0.25,0.875,0.125,0.6875,0.3125,0.6875,0.3125,0.703125,0.296875
61,0,0.5,0.5,0.25,0.75,0.25,0.75,0.375,0.625,0.4375,0.5625,0.5,0.5
127,0,1.0,0.0,0.5,0.5,0.375,0.625,0.4375,0.5625,0.46875,0.53125,0.5625,0.4375
554,0,1.0,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.53125,0.46875,0.453125,0.546875
395,0,1.0,0.0,0.75,0.25,0.625,0.375,0.5,0.5,0.5625,0.4375,0.53125,0.46875
231,0,0.0,1.0,0.25,0.75,0.5,0.5,0.5625,0.4375,0.53125,0.46875,0.53125,0.46875
204,0,0.5,0.5,0.25,0.75,0.5,0.5,0.5625,0.4375,0.625,0.375,0.609375,0.390625
